0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.39944195921013126,-0.3820344214176514,-0.34914945602346914,-0.3050009644691105,-0.25592208475837674,-0.2089889677902827,-0.16983905555948067,-0.140969074872625,-0.12157109438212849,-0.10887533499339414,-0.09999463073228565,-0.0931424546116364,-0.08776461505313882,-0.08391783454441393,-0.08155380242354549,-0.08022687609303669,-0.07929367496616113,-0.07829765556518187,-0.07720185794255852,-0.07630519456763252,-0.07594511199720888,-0.07623282776749063,-0.07698957660297912,-0.07787773578369328,-0.078600141586322,-0.07903022262667059,-0.07921208634528887,-0.07926034331274412,-0.07923651763694006,-0.07907281383842601,-0.07857000033567729,-0.07745153022937024,-0.0754493435894451,-0.07241746490636358,-0.06846593409956969,-0.06405983522294212,-0.05999095027357171,-0.057177477840735236,-0.05637324081298045,-0.05795825587107806,-0.06192545301167651,-0.0680107534840878,-0.07580970543224497,-0.08479054462287583,-0.0942613224788158,-0.10340511365812877,-0.1114036191372435,-0.11754705304928559,-0.12124260859899655,-0.12198369872017545,-0.11943473036401114,-0.11367631617729901,-0.10544822370478713,-0.09615158026083659,-0.08751771766614869,-0.08108642589912052,-0.07774426391707778,-0.07748313386325911,-0.07940128368101573,-0.08193331327201003,-0.08330577766348624,-0.08213406685704372,-0.07792572737284265,-0.0712132429668273,-0.06322992866497457,-0.055354947044657044,-0.04869793975587189,-0.04401264958884876,-0.041811589426998697,-0.04242785992991738,-0.045923200470660785,-0.051959719882202604,-0.059795988349167994,-0.06842754423159103,-0.07676386621834341,-0.08376306359458818,-0.0885525517494079,-0.09058262602109146,-0.08978102050297432,-0.08662487323913115,-0.08208323160585096,-0.07745442350829879,-0.07414843371818802,-0.07343106233341101,-0.07612570624073745,-0.08234618368043234,-0.09145824832536242,-0.10241235363088808,-0.11428313506739785,-0.12676351497105848,-0.1402401339938691,-0.15514237326475866,-0.170650206843908,-0.18330743686971798,-0.1867838467254585,-0.17407326747848978,-0.14202083881647926,-0.09573449749007483,-0.04915432820275131,-0.019777434493054358
-0.41191455581763625,-0.39353281107481597,-0.35887640054746517,-0.31249232097274526,-0.26113903560912366,-0.21229566459065036,-0.1718527982509371,-0.14233754221293635,-0.12277523439517085,-0.11013920083764844,-0.10131683882110054,-0.09439829635423813,-0.08880833085261697,-0.0846439540714119,-0.08191878033573152,-0.08025242105344754,-0.07906390539284058,-0.07794549155059538,-0.07687908087613327,-0.07614384239729843,-0.07602924083395823,-0.07659617167805499,-0.07763812669459469,-0.07882020793734812,-0.0798645187612711,-0.08065258113530505,-0.08120045154126299,-0.08155326099535098,-0.08168340112144112,-0.0814549330173735,-0.08066037072664323,-0.07909105618406231,-0.07660892144526144,-0.07322438326826841,-0.06918775358169393,-0.06504957557449398,-0.06160390304097929,-0.05967772001851479,-0.05985657969586111,-0.06231966933996158,-0.0668854744179227,-0.07319023778375167,-0.0808222984571626,-0.08932185921854596,-0.09812012393397829,-0.10654662210613419,-0.11392611381448314,-0.11965746473564959,-0.12319164782394249,-0.12399009390727495,-0.12163347654453671,-0.11611689940496017,-0.10813708945744827,-0.09910373452200899,-0.09078040319621783,-0.08472454476891389,-0.08180876225939204,-0.08199284196802525,-0.08435029602727706,-0.08730985516171907,-0.08909894529150886,-0.08831792455704424,-0.08443160883891798,-0.0779118270553989,-0.06993785267081609,-0.06186464588757046,-0.054817244675807286,-0.04959890050628124,-0.04679064625395357,-0.0467948370593132,-0.049726013529801216,-0.05527107107572038,-0.0626862447777794,-0.07095497385039606,-0.07899153284005889,-0.08579339301316291,-0.09055293664615949,-0.09277380237513311,-0.09238095381368194,-0.08977382288784919,-0.08579804401913782,-0.08165341635840762,-0.07875087006345649,-0.07848619545562685,-0.08189583312030635,-0.08927995152529067,-0.10004510867974936,-0.11297678998416666,-0.12681428939866568,-0.14086258341322716,-0.15520749606755896,-0.1701542532231175,-0.18493442218241274,-0.19623908046169225,-0.19788492481881473,-0.18297678270524484,-0.14849070218229987,-0.09978203544866532,-0.05118820355204856,-0.020653448957716147
-0.43122699363484895,-0.41128159006111775,-0.3737749171315865,-0.3237805442027235,-0.26873768593793046,-0.21677965800156312,-0.17421756420580678,-0.14364257916118858,-0.12382358971535629,-0.11132526006619436,-0.10266750838368788,-0.0957273756562661,-0.08987442348366681,-0.08525105733138139,-0.08196421131779297,-0.07975200865717169,-0.07816259000689751,-0.07689487591774202,-0.07597117418652444,-0.07562348374807393,-0.07603148960262829,-0.07714426110759742,-0.07869916378878228,-0.08037945702682492,-0.08196839842919135,-0.08338889616516665,-0.08462141356126651,-0.08558368501431679,-0.08607178266643956,-0.08580731495239491,-0.08455377942966325,-0.08222033757024294,-0.07890551000314616,-0.0749039450475405,-0.07071556705368687,-0.06703586544218787,-0.06465345542894063,-0.0642283389383197,-0.06605114694096736,-0.06995578682296255,-0.07546365072434313,-0.08204175453468188,-0.08926647115531516,-0.09680251863358547,-0.10429723986886341,-0.11134194738570413,-0.11752256012745815,-0.1224430719197071,-0.12564804259211654,-0.1265578015502528,-0.12461263869918038,-0.11964833503419597,-0.11225783952737467,-0.10382383517149674,-0.09612387213849644,-0.0907189982126137,-0.08845624482318559,-0.08926633341359713,-0.09222817381914405,-0.0958176730978717,-0.09831460801328262,-0.09832272735468472,-0.09523078586194622,-0.0893706466273021,-0.08176897722780141,-0.07367200612667812,-0.0661747536315187,-0.060133458543422225,-0.05624551948802925,-0.05506000218168561,-0.05682982848234197,-0.06133691582959999,-0.06787374177124617,-0.0754193356769457,-0.08288848119376946,-0.08932611387686795,-0.09402033138218624,-0.09656623926483587,-0.0968991659402223,-0.09530459214941533,-0.09242682564501697,-0.0892913029771773,-0.08729251991672043,-0.0880273588572556,-0.09287908092189134,-0.10245256735357133,-0.11620900825383051,-0.1326331978584721,-0.149873334262637,-0.16656370068963644,-0.18228592735488303,-0.1971582276965727,-0.21052764049997863,-0.21934805125222295,-0.2176710547129653,-0.19875654274209087,-0.1597816879303211,-0.10654919725173267,-0.054158248745625276,-0.021427461927411462
-0.44862412781578254,-0.4271277786164589,-0.3867827584207204,-0.3331714716025812,-0.274404238378113,-0.21927452861085514,-0.17453475729276752,-0.14286893090029323,-0.1228169580329812,-0.1105512325113539,-0.10222020133523069,-0.09545828125117284,-0.08953067159606087,-0.08457721228646331,-0.08078013945344287,-0.07802599041000813,-0.07605964970973023,-0.07475436758488341,-0.07419791870333892,-0.07453913711696847,-0.07577015452593494,-0.07765360820151157,-0.07984160493496717,-0.08206651454421332,-0.08424350856904894,-0.086405060277575,-0.08852146414712125,-0.09035017056834382,-0.09143706932150186,-0.09128626648484417,-0.08959523893499421,-0.08640905484380457,-0.08212388725120456,-0.07739183275525874,-0.07301671546584387,-0.06985696593968427,-0.06867713653990248,-0.06992625636273364,-0.0735453447142983,-0.0789700467877319,-0.08538210403625524,-0.09205351187598243,-0.09854482848056312,-0.10466696163258671,-0.11033068669748813,-0.11545659573266315,-0.11996816084496087,-0.12374484593539381,-0.12647447168065934,-0.12755465858889908,-0.12626767193979593,-0.12223779915707528,-0.11587538807592168,-0.10844494599321192,-0.10165419677114823,-0.09701323747266305,-0.09533697770092059,-0.09657784966476807,-0.09992249190685071,-0.10402416775878148,-0.10733472912633468,-0.10852896574644538,-0.10690626221701255,-0.10256136345543027,-0.09621329646239674,-0.08883127806012181,-0.08134463693053706,-0.07459203960746319,-0.06939493992696333,-0.06652878570875931,-0.0665122128914255,-0.06935844334178731,-0.07449955126971008,-0.08095385638101615,-0.08762370386183693,-0.09356291791017118,-0.09813014846536089,-0.10102168302704811,-0.10221907149255421,-0.10192642296703963,-0.10058986713535911,-0.09903133154898291,-0.0985887276938342,-0.10103513455813601,-0.1080975839524369,-0.12068218138889736,-0.13826655983809605,-0.15894612519371076,-0.1801582960513025,-0.1997636909271771,-0.21679919892226457,-0.23122960038525533,-0.24259252936430972,-0.2481608563660821,-0.242212912925535,-0.21810726379702333,-0.17320506642219655,-0.11388431391612754,-0.05631060399173152,-0.020557734509643044
-0.45595730848362903,-0.43349443417417777,-0.39137061336145607,-0.3354721074057525,-0.2743210360885298,-0.2171307528767763,-0.17095471033086285,-0.13857504988065641,-0.11843408980897341,-0.10649307351251142,-0.09866904507246493,-0.09239653279940863,-0.08678535003276588,-0.08188089244585939,-0.07787413126150633,-0.07479781695092558,-0.0726470944603731,-0.07153302552563501,-0.07163206957328927,-0.0729717209556896,-0.07527724812807723,-0.07805102368863792,-0.0808349589988443,-0.08345012665633145,-0.08602907486829237,-0.0888048307165562,-0.09179451786406567,-0.09459930229454006,-0.0964743797775044,-0.09664893805975205,-0.09470889193092813,-0.09081514238272315,-0.0856604953308544,-0.08025483698073832,-0.07569388872250571,-0.07297602094684863,-0.07282317981781761,-0.07547650458629351,-0.08055648880980981,-0.08714205483342374,-0.09410703169706436,-0.10053649399191322,-0.10596476074834038,-0.11033843399187293,-0.11383674655028853,-0.11673159239598746,-0.11931390347352894,-0.12176887907347028,-0.12395780169600035,-0.12528450607143082,-0.12488793446102042,-0.12215867289634835,-0.11725040645060392,-0.11119433907052012,-0.1055098455368274,-0.1015804814583271,-0.10018804830166222,-0.10138564872438743,-0.10460888168445343,-0.10885984586183678,-0.11292368554289417,-0.11565329873434782,-0.11627458573831906,-0.1145547689971505,-0.11072616514168032,-0.1052599555692425,-0.09871500760321167,-0.09177388456037455,-0.08533992771480042,-0.08047545161652392,-0.07810835153880247,-0.07866434309300696,-0.0818726422388224,-0.08687143364368005,-0.09253656153190637,-0.09785228071477037,-0.10216763303424425,-0.10525726065242569,-0.10720457728514465,-0.10823890564373417,-0.10870763094813274,-0.10926643107041617,-0.11114767327166813,-0.11617950644182745,-0.12627793691298683,-0.1425041065545628,-0.16424793865617593,-0.1891751687036669,-0.21404398806929475,-0.23603631614858767,-0.2537749122955749,-0.26719354196976963,-0.27608829427592546,-0.278031935970379,-0.26742470561139087,-0.23758361122498708,-0.18597037678064415,-0.11960063229451495,-0.055932798494353037,-0.016595725006148532
-0.4488623923180364,-0.426344999928987,-0.3841174932366941,-0.3280749391707458,-0.2667524145019369,-0.2093859926245508,-0.16307013994438413,-0.13065188004696032,-0.11065471841478258,-0.099107646325991,-0.09193424817094475,-0.08647487676084781,-0.08165371059001736,-0.07731989356902724,-0.07358020855054548,-0.07057682715186409,-0.06857079649235054,-0.06794141905584816,-0.06895972242205761,-0.07149897075906964,-0.07496247450453919,-0.07854780205544509,-0.08168047926379662,-0.08431103927475159,-0.08686498785824148,-0.08986222398562305,-0.0934395426322967,-0.09708551966663181,-0.09977493800131831,-0.10044345258632825,-0.09852552984764229,-0.09424251094040992,-0.08851591842228201,-0.08263707178695123,-0.07792011325806047,-0.07545400873304708,-0.07591725322700438,-0.0794025426856616,-0.08531502484897902,-0.09248833995950634,-0.09956227175047327,-0.10545054009686072,-0.10963300096048656,-0.11215430277955996,-0.11343958648504504,-0.11410316124798675,-0.1147926269164809,-0.11598135318021147,-0.11769439369270335,-0.11935593252508203,-0.11999201759944816,-0.11877343025201248,-0.11556289154724947,-0.11107509837626905,-0.10654406762683477,-0.10316329162920451,-0.10168154169491428,-0.10231847471810829,-0.10487451570577044,-0.10884498070646642,-0.11349548509894902,-0.11797297847384203,-0.12147639834508739,-0.12339646349548677,-0.12333739399153826,-0.12107331297526336,-0.11658782003411194,-0.11024655479913692,-0.10295379407675964,-0.09607486888433509,-0.09105392673706275,-0.08889187124996456,-0.08977326028324373,-0.09304627428507611,-0.0975486693794263,-0.1021017733637205,-0.10593769704182865,-0.10886779731569896,-0.11114660639379986,-0.11319102072484533,-0.11543081338274047,-0.11846186867931768,-0.12337756352746843,-0.13188296113329046,-0.14581789338369017,-0.1661409912712079,-0.19199744786183887,-0.220622342120681,-0.24824599582269852,-0.27161497180634797,-0.2891815531346953,-0.3010075463703651,-0.30717746120267986,-0.305472013143241,-0.2902486452660629,-0.2546172593804472,-0.19604631874934325,-0.12221400805324281,-0.052009897885325646,-0.00880252045574631
-0.4281201112009918,-0.40644557991079766,-0.36578412175306196,-0.311773953297199,-0.25257673603299535,-0.19703948826699585,-0.15200340624114084,-0.12031041834584436,-0.10071998971129431,-0.0896036120079654,-0.08314540104270313,-0.07872996172726388,-0.0751069960930889,-0.0718629574144578,-0.06893800675446826,-0.06651983185398502,-0.06509160232165012,-0.0652652154563409,-0.06737259904284909,-0.07110718443111819,-0.0755433742106183,-0.07958957988289539,-0.08258756230916209,-0.0846580927660684,-0.08656479158408847,-0.08916737969110333,-0.09278734480702144,-0.0968735116338324,-0.10018412418768396,-0.10139222507691226,-0.09975897090266983,-0.09548630939610248,-0.08960024342943262,-0.0835342283025089,-0.0787046331991067,-0.07623576245759367,-0.07679301551888507,-0.08043356695308346,-0.08650547016193022,-0.09374124834864472,-0.10062473702065267,-0.10589587843123083,-0.10892657157880381,-0.10980190367759723,-0.10915721913391557,-0.10792477943543544,-0.1070694567900391,-0.1072922727970067,-0.10872650524817701,-0.11080037123312236,-0.11245754267520308,-0.11269838337493565,-0.11112441313373272,-0.10812720395131692,-0.1046262859900442,-0.10159974673847177,-0.09975788110540723,-0.09950254359526017,-0.10103365629858618,-0.10439614415613879,-0.10941451839101424,-0.11561610046179532,-0.12223826518389458,-0.1283112746006681,-0.13276736905952052,-0.13459170712956947,-0.13307745188158798,-0.12816069583770978,-0.12065904593132798,-0.1121973706693522,-0.10474791748062717,-0.09994694557578104,-0.09851154192445877,-0.10004835861232758,-0.10334265179076213,-0.10697904647923279,-0.10998683909160456,-0.11218483584897077,-0.11407577253378809,-0.1164430827421179,-0.12001368692303227,-0.1254740607905373,-0.1337802430688565,-0.1463449442124297,-0.16464913509464688,-0.1892679684153184,-0.2189432784050611,-0.25051206106999896,-0.2798841263868663,-0.30365966562628444,-0.32036809597124677,-0.3303129883654284,-0.33382595429552187,-0.3287490450375819,-0.30922839883914455,-0.26804646311385555,-0.20263466475944122,-0.12135432148302425,-0.04457853935538508,0.002532266747008627
-0.3989207573823389,-0.37867129685706313,-0.3406828415378148,-0.29019178172053156,-0.2347430144712129,-0.18250517875531896,-0.13983370602629613,-0.10947885455910139,-0.0905116219372264,-0.07982206694331673,-0.07403994066589076,-0.07072419456705048,-0.0685104098263637,-0.06672800273743928,-0.06511577541159719,-0.06383368203028561,-0.06347883521806708,-0.06477654342569661,-0.06803122251133664,-0.07273498596007055,-0.07768374520594701,-0.0815872312013417,-0.08378604270731582,-0.08461367508420548,-0.08517749378469153,-0.08667918287459964,-0.08966071186473146,-0.0936126651280289,-0.09717931397539803,-0.09884586591122879,-0.0977018086580308,-0.09384176154029056,-0.08824026126051498,-0.0822989118247005,-0.07740292435884555,-0.07466612469130607,-0.07480112446790499,-0.07797628565365167,-0.08366122312981661,-0.09063025932417956,-0.09727055103392779,-0.10212133504953125,-0.10437395555344808,-0.10408644707587561,-0.10206404639751626,-0.09952574654917296,-0.09769939426795132,-0.09742831438715532,-0.098867301069676,-0.10140447913182171,-0.1039218092393544,-0.10532065321664813,-0.10502911816761962,-0.10319063385425703,-0.10045950826867256,-0.09761874591684461,-0.09532914748612986,-0.0941330020495092,-0.09456986075775775,-0.09718174289694081,-0.10233231026142875,-0.1099528827866561,-0.11937893763529978,-0.1293594123914511,-0.13823682230703416,-0.144278117684432,-0.1461288272425919,-0.14329309044668087,-0.1364452759817681,-0.12736798037416303,-0.11844111246487327,-0.1118292453158643,-0.10870889222768532,-0.10890547472549872,-0.11112927660850708,-0.11370816536948247,-0.1154539193935819,-0.11620743251368826,-0.11679327034210946,-0.118502538966194,-0.1225357210849703,-0.12981363869069826,-0.14119530612927667,-0.15770841937361216,-0.18028828965161264,-0.20894121170287214,-0.2419245476480803,-0.275751242156425,-0.30620757143059874,-0.3299682427072702,-0.3457743626135962,-0.3541594759586279,-0.35556462859552806,-0.3477139646647635,-0.32441522841677917,-0.27809350219084594,-0.20618353291287086,-0.11776992198030223,-0.034694733202301084,0.01615409094574946
-0.36860355308422754,-0.34989983161726534,-0.3148458810102663,-0.2682833378513436,-0.2170997348760683,-0.16869501594130326,-0.12883351718590916,-0.10009803219692481,-0.08184909439119636,-0.07152371167219512,-0.06626040489636142,-0.06387878465344898,-0.06299966388762779,-0.06278325252794181,-0.06280026842627584,-0.06312276847310638,-0.06430955988414222,-0.06701241294004012,-0.07137376317786637,-0.07666642779900834,-0.08150606273501082,-0.08455497159733294,-0.08527327718871325,-0.08424598794729843,-0.08288976065417031,-0.08269691729228579,-0.08442468188268992,-0.08767354294138097,-0.09108962359406125,-0.09307151514652812,-0.09256229202539235,-0.08947317787626952,-0.08457324508662956,-0.07905888074880774,-0.07415728240864794,-0.07093794803388676,-0.07023031991587791,-0.07245810695678823,-0.077374286678916,-0.0839140344872723,-0.09040850533580191,-0.09516386831974122,-0.0971235739217472,-0.09625752965913309,-0.0935009738937791,-0.09032404673707473,-0.08816005831880647,-0.08790905371349489,-0.08965789836102112,-0.09269967965546255,-0.09586061221917347,-0.09801028118308891,-0.0985106527981417,-0.09737450114378726,-0.09508961149377004,-0.0922994320069559,-0.08961085591804552,-0.08763865873314125,-0.0871452061508331,-0.08903526059979877,-0.09409846492386564,-0.102613437355832,-0.11403817146368017,-0.12695478958525996,-0.13930818669564,-0.1488787246510644,-0.15387605163136625,-0.15349974235734193,-0.1482776800259588,-0.1400079085763637,-0.13123254763458697,-0.12436550502724614,-0.12080841129603648,-0.12047146642773043,-0.1219673341002756,-0.12342235067464341,-0.12351017612417592,-0.12215789682886385,-0.12055622794778939,-0.12055059142205818,-0.12388347710974301,-0.13179316238180205,-0.14510880002942503,-0.16449894551523978,-0.19034701827681677,-0.22209698229414815,-0.2575878568963507,-0.2931401870482304,-0.32456384711656217,-0.34868941555831257,-0.36442329512798555,-0.37235428606703413,-0.37279633855523703,-0.3631591173904334,-0.336836453521483,-0.28595150983924367,-0.20805685499175858,-0.113025921273459,-0.024121002134924442,0.030174967941216185
-0.3438668475552746,-0.32642243013693234,-0.29380440955553133,-0.2505840386103877,-0.20312462118819663,-0.15815490486279807,-0.12087840265087069,-0.09366626249773824,-0.07607110362123082,-0.06597105949644871,-0.06095354605135678,-0.05912517418221164,-0.05920445121326956,-0.0603281403629482,-0.06199154512571059,-0.06414871354829987,-0.06716511295173944,-0.0714152039437671,-0.07673773558411046,-0.08218147729707104,-0.08630640585682847,-0.08790064942947706,-0.08666742161195184,-0.0834613869243106,-0.07993537693754804,-0.07777483587844103,-0.07790427480475715,-0.08007195659451483,-0.08302949942585325,-0.08519724542700946,-0.08542059164985372,-0.08338549855654931,-0.0795399125508528,-0.0747367601456953,-0.06994146227814324,-0.06614700738912482,-0.06434403793567245,-0.06530822789227564,-0.06918477934463407,-0.075153303591865,-0.08152753056659345,-0.0863771674417742,-0.08837033401718736,-0.08735501876011464,-0.0843622985901441,-0.08107348324377572,-0.07907463221020727,-0.07925864698405216,-0.08158186733645312,-0.085199013007138,-0.08887239735275954,-0.09147449476157049,-0.09237452819970043,-0.09155076427631331,-0.08941935671372031,-0.08655245843630477,-0.0835236382433146,-0.08097931597445712,-0.07979915954195055,-0.08109378852685989,-0.08590609850460351,-0.09472908195647134,-0.10711087150136978,-0.12157555761228128,-0.13591725058026422,-0.1477605507827065,-0.15520380019793178,-0.1573634014351753,-0.1546670302589621,-0.14877652712471573,-0.1420843720042942,-0.13687416339084846,-0.13444395109151203,-0.13460865360373686,-0.13588246438960294,-0.13631638839325966,-0.13459510745321399,-0.1308100802409678,-0.12649464488659848,-0.12396366448240434,-0.12542893093357496,-0.13244189043084126,-0.14587971903993668,-0.16619452146554242,-0.19340399540993225,-0.2266060839113565,-0.26344843175825744,-0.30025250216206717,-0.3329481686490342,-0.35846977505311833,-0.3756841825985298,-0.38493415143353127,-0.38610509629483275,-0.3760882637702951,-0.3478134340205622,-0.29318936131620277,-0.21002376247367244,-0.10905278511770745,-0.014905738021502773,0.04248307912342761
